DivisionName,CreationDate,textbox2,textbox4,PricewithDiscount,sumWeight,Textbox14,textbox5,PricewithDiscount1,sumWeight1
СОЧИ,24.02.2021,31,"50 658,55","42 180,55","89,96",3791,"4 155 674,04","3 060 703,53","9504,86"
СОЧИ,25.02.2021,31,"34 857,90","25 620,50","43,55",4005,"4 197 883,82","3 048 461,47","10063,78"
СОЧИ,26.02.2021,15,"34 584,48","31 934,38","89,02",3923,"4 372 380,84","3 262 106,20","18305,83"
СОЧИ,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
СОЧИ,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
СТАВРОПОЛЬ,01.02.2021,30,"66 267,92","46 141,45","140,28",3525,"4 017 060,79","3 086 523,40","7559,22"
СТАВРОПОЛЬ,02.02.2021,32,"50 540,08","36 323,83","141,38",3920,"4 290 014,12","3 159 794,75","7989,82"
СТАВРОПОЛЬ,03.02.2021,36,"41 893,84","31 227,07","24,07",3671,"3 902 609,45","2 879 357,23","7921,78"
СТАВРОПОЛЬ,04.02.2021,60,"70 422,69","45 490,57","81,87",4051,"4 083 924,05","2 876 229,86","10036,64"
СТАВРОПОЛЬ,05.02.2021,24,"66 630,47","52 327,38","129,02",4240,"4 197 433,60","3 188 895,92","7769,89"
СТАВРОПОЛЬ,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
СТАВРОПОЛЬ,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
СТАВРОПОЛЬ,08.02.2021,24,"51 170,87","36 846,87","169,09",3419,"3 055 828,95","2 150 854,84","8595,76"
СТАВРОПОЛЬ,09.02.2021,37,"59 773,15","44 361,84","97,86",3764,"3 943 590,97","2 904 738,55","6915,60"
СТАВРОПОЛЬ,10.02.2021,17,"33 496,49","24 726,50","78,61",3556,"3 774 267,47","2 694 716,58","8195,63"
СТАВРОПОЛЬ,11.02.2021,22,"30 083,67","22 759,59","50,91",3430,"3 510 806,01","2 561 886,42","6278,32"
СТАВРОПОЛЬ,12.02.2021,24,"28 335,75","21 109,92","32,56",3170,"3 694 458,78","2 663 795,69","6910,90"
СТАВРОПОЛЬ,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
СТАВРОПОЛЬ,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
СТАВРОПОЛЬ,15.02.2021,24,"71 108,60","50 807,63","149,86",3545,"3 990 950,05","2 822 111,89","9054,02"
СТАВРОПОЛЬ,16.02.2021,24,"29 072,96","21 717,02","43,24",3665,"3 712 329,56","2 761 120,47","7860,97"
СТАВРОПОЛЬ,17.02.2021,27,"31 486,91","25 212,68","15,92",3221,"3 437 164,11","2 582 923,12","7286,01"
СТАВРОПОЛЬ,18.02.2021,24,"39 564,80","31 478,00","63,20",3317,"3 601 028,28","2 621 546,50","8063,76"
СТАВРОПОЛЬ,19.02.2021,14,"20 012,20","17 791,20","55,38",3491,"4 193 909,34","3 182 098,82","12949,70"
СТАВРОПОЛЬ,20.02.2021,12,"47 368,07","42 119,13","88,04",2222,"2 443 982,10","1 767 092,08","6236,62"
СТАВРОПОЛЬ,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
СТАВРОПОЛЬ,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
СТАВРОПОЛЬ,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
СТАВРОПОЛЬ,24.02.2021,36,"48 388,44","38 328,44","102,29",3791,"4 155 674,04","3 060 703,53","9504,86"
СТАВРОПОЛЬ,25.02.2021,30,"37 357,86","28 274,46","34,68",4005,"4 197 883,82","3 048 461,47","10063,78"
СТАВРОПОЛЬ,26.02.2021,28,"31 429,44","24 100,97","31,24",3923,"4 372 380,84","3 262 106,20","18305,83"
СТАВРОПОЛЬ,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
СТАВРОПОЛЬ,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
СТЕРЛИТАМАК,01.02.2021,,,,,3525,"4 017 060,79","3 086 523,40","7559,22"
СТЕРЛИТАМАК,02.02.2021,,,,,3920,"4 290 014,12","3 159 794,75","7989,82"
СТЕРЛИТАМАК,03.02.2021,1,"879,00","879,00","0,10",3671,"3 902 609,45","2 879 357,23","7921,78"
СТЕРЛИТАМАК,04.02.2021,,,,,4051,"4 083 924,05","2 876 229,86","10036,64"
СТЕРЛИТАМАК,05.02.2021,,,,,4240,"4 197 433,60","3 188 895,92","7769,89"
СТЕРЛИТАМАК,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
СТЕРЛИТАМАК,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
СТЕРЛИТАМАК,08.02.2021,,,,,3419,"3 055 828,95","2 150 854,84","8595,76"
СТЕРЛИТАМАК,09.02.2021,,,,,3764,"3 943 590,97","2 904 738,55","6915,60"
СТЕРЛИТАМАК,10.02.2021,1,"999,00","449,55","0,90",3556,"3 774 267,47","2 694 716,58","8195,63"
СТЕРЛИТАМАК,11.02.2021,,,,,3430,"3 510 806,01","2 561 886,42","6278,32"
СТЕРЛИТАМАК,12.02.2021,,,,,3170,"3 694 458,78","2 663 795,69","6910,90"
СТЕРЛИТАМАК,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
СТЕРЛИТАМАК,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
СТЕРЛИТАМАК,15.02.2021,,,,,3545,"3 990 950,05","2 822 111,89","9054,02"
СТЕРЛИТАМАК,16.02.2021,,,,,3665,"3 712 329,56","2 761 120,47","7860,97"
СТЕРЛИТАМАК,17.02.2021,,,,,3221,"3 437 164,11","2 582 923,12","7286,01"
СТЕРЛИТАМАК,18.02.2021,,,,,3317,"3 601 028,28","2 621 546,50","8063,76"
СТЕРЛИТАМАК,19.02.2021,,,,,3491,"4 193 909,34","3 182 098,82","12949,70"
СТЕРЛИТАМАК,20.02.2021,1,"359,00","179,50","0,10",2222,"2 443 982,10","1 767 092,08","6236,62"
СТЕРЛИТАМАК,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
СТЕРЛИТАМАК,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
СТЕРЛИТАМАК,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
СТЕРЛИТАМАК,24.02.2021,,,,,3791,"4 155 674,04","3 060 703,53","9504,86"
СТЕРЛИТАМАК,25.02.2021,,,,,4005,"4 197 883,82","3 048 461,47","10063,78"
СТЕРЛИТАМАК,26.02.2021,,,,,3923,"4 372 380,84","3 262 106,20","18305,83"
СТЕРЛИТАМАК,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
СТЕРЛИТАМАК,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
СЫКТЫВКАР,01.02.2021,2,"2 031,70","1 602,20","1,30",3525,"4 017 060,79","3 086 523,40","7559,22"
СЫКТЫВКАР,02.02.2021,,,,,3920,"4 290 014,12","3 159 794,75","7989,82"
СЫКТЫВКАР,03.02.2021,,,,,3671,"3 902 609,45","2 879 357,23","7921,78"
СЫКТЫВКАР,04.02.2021,,,,,4051,"4 083 924,05","2 876 229,86","10036,64"
СЫКТЫВКАР,05.02.2021,,,,,4240,"4 197 433,60","3 188 895,92","7769,89"
СЫКТЫВКАР,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
СЫКТЫВКАР,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
СЫКТЫВКАР,08.02.2021,,,,,3419,"3 055 828,95","2 150 854,84","8595,76"
СЫКТЫВКАР,09.02.2021,,,,,3764,"3 943 590,97","2 904 738,55","6915,60"
СЫКТЫВКАР,10.02.2021,,,,,3556,"3 774 267,47","2 694 716,58","8195,63"
СЫКТЫВКАР,11.02.2021,1,"895,00","528,05","0,80",3430,"3 510 806,01","2 561 886,42","6278,32"
СЫКТЫВКАР,12.02.2021,,,,,3170,"3 694 458,78","2 663 795,69","6910,90"
СЫКТЫВКАР,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
СЫКТЫВКАР,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
СЫКТЫВКАР,15.02.2021,,,,,3545,"3 990 950,05","2 822 111,89","9054,02"
СЫКТЫВКАР,16.02.2021,,,,,3665,"3 712 329,56","2 761 120,47","7860,97"
СЫКТЫВКАР,17.02.2021,1,"3 186,30","2 347,80","13,41",3221,"3 437 164,11","2 582 923,12","7286,01"
СЫКТЫВКАР,18.02.2021,,,,,3317,"3 601 028,28","2 621 546,50","8063,76"
СЫКТЫВКАР,19.02.2021,,,,,3491,"4 193 909,34","3 182 098,82","12949,70"
СЫКТЫВКАР,20.02.2021,1,"1 486,56","1 095,36","3,00",2222,"2 443 982,10","1 767 092,08","6236,62"
СЫКТЫВКАР,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
СЫКТЫВКАР,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
СЫКТЫВКАР,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
СЫКТЫВКАР,24.02.2021,2,"1 979,80","1 476,83","0,75",3791,"4 155 674,04","3 060 703,53","9504,86"
СЫКТЫВКАР,25.02.2021,,,,,4005,"4 197 883,82","3 048 461,47","10063,78"
СЫКТЫВКАР,26.02.2021,1,"1 138,80","1 138,80","0,50",3923,"4 372 380,84","3 262 106,20","18305,83"
СЫКТЫВКАР,27.02.2021,1,"1 219,00","954,00","1,00",230,"227 671,94","124 139,25","909,26"
СЫКТЫВКАР,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ТВЕРЬ,01.02.2021,5,"6 132,66","5 314,46","5,05",3525,"4 017 060,79","3 086 523,40","7559,22"
ТВЕРЬ,02.02.2021,5,"8 752,49","7 820,34","30,00",3920,"4 290 014,12","3 159 794,75","7989,82"
ТВЕРЬ,03.02.2021,5,"5 920,51","4 861,86","1,25",3671,"3 902 609,45","2 879 357,23","7921,78"
ТВЕРЬ,04.02.2021,2,"2 662,81","1 928,61","2,50",4051,"4 083 924,05","2 876 229,86","10036,64"
ТВЕРЬ,05.02.2021,1,"774,06","570,36","0,50",4240,"4 197 433,60","3 188 895,92","7769,89"
ТВЕРЬ,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ТВЕРЬ,07.02.2021,1,"1 049,00","524,50","0,25",205,"216 987,78","149 305,20","1078,95"
ТВЕРЬ,08.02.2021,8,"26 547,84","20 612,09","88,47",3419,"3 055 828,95","2 150 854,84","8595,76"
ТВЕРЬ,09.02.2021,6,"10 436,18","9 799,08","9,70",3764,"3 943 590,97","2 904 738,55","6915,60"
ТВЕРЬ,10.02.2021,,,,,3556,"3 774 267,47","2 694 716,58","8195,63"
ТВЕРЬ,11.02.2021,4,"4 674,77","3 383,72","3,90",3430,"3 510 806,01","2 561 886,42","6278,32"
ТВЕРЬ,12.02.2021,6,"8 299,53","7 515,18","3,40",3170,"3 694 458,78","2 663 795,69","6910,90"
ТВЕРЬ,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ТВЕРЬ,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ТВЕРЬ,15.02.2021,7,"24 175,61","20 778,16","236,55",3545,"3 990 950,05","2 822 111,89","9054,02"
ТВЕРЬ,16.02.2021,5,"10 457,18","9 506,48","4,86",3665,"3 712 329,56","2 761 120,47","7860,97"
ТВЕРЬ,17.02.2021,6,"5 528,72","4 173,72","10,70",3221,"3 437 164,11","2 582 923,12","7286,01"
ТВЕРЬ,18.02.2021,3,"8 447,13","8 160,78","63,03",3317,"3 601 028,28","2 621 546,50","8063,76"
ТВЕРЬ,19.02.2021,4,"4 146,24","2 927,19","4,80",3491,"4 193 909,34","3 182 098,82","12949,70"
ТВЕРЬ,20.02.2021,2,"1 727,86","1 161,36","3,35",2222,"2 443 982,10","1 767 092,08","6236,62"
ТВЕРЬ,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ТВЕРЬ,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ТВЕРЬ,23.02.2021,1,"1 750,80","1 750,80","0,25",182,"289 544,98","146 444,78","657,71"
ТВЕРЬ,24.02.2021,4,"37 838,18","17 394,78","130,05",3791,"4 155 674,04","3 060 703,53","9504,86"
ТВЕРЬ,25.02.2021,1,"1 569,61","1 503,66","1,00",4005,"4 197 883,82","3 048 461,47","10063,78"
ТВЕРЬ,26.02.2021,2,"7 114,06","4 691,36","68,50",3923,"4 372 380,84","3 262 106,20","18305,83"
ТВЕРЬ,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ТВЕРЬ,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ТОЛЬЯТТИ,01.02.2021,31,"63 717,14","34 985,87","131,20",3525,"4 017 060,79","3 086 523,40","7559,22"
ТОЛЬЯТТИ,02.02.2021,25,"31 126,18","14 881,30","49,05",3920,"4 290 014,12","3 159 794,75","7989,82"
ТОЛЬЯТТИ,03.02.2021,31,"59 957,16","25 800,37","87,55",3671,"3 902 609,45","2 879 357,23","7921,78"
ТОЛЬЯТТИ,04.02.2021,20,"26 168,69","15 325,86","32,77",4051,"4 083 924,05","2 876 229,86","10036,64"
ТОЛЬЯТТИ,05.02.2021,37,"60 228,10","30 143,45","73,97",4240,"4 197 433,60","3 188 895,92","7769,89"
ТОЛЬЯТТИ,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ТОЛЬЯТТИ,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ТОЛЬЯТТИ,08.02.2021,42,"84 986,67","51 416,43","131,95",3419,"3 055 828,95","2 150 854,84","8595,76"
ТОЛЬЯТТИ,09.02.2021,17,"24 340,44","13 710,79","22,54",3764,"3 943 590,97","2 904 738,55","6915,60"
ТОЛЬЯТТИ,10.02.2021,23,"45 661,73","35 338,24","131,10",3556,"3 774 267,47","2 694 716,58","8195,63"
ТОЛЬЯТТИ,11.02.2021,29,"41 076,08","21 588,00","39,20",3430,"3 510 806,01","2 561 886,42","6278,32"
ТОЛЬЯТТИ,12.02.2021,22,"26 801,60","17 425,85","43,35",3170,"3 694 458,78","2 663 795,69","6910,90"
ТОЛЬЯТТИ,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ТОЛЬЯТТИ,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ТОЛЬЯТТИ,15.02.2021,15,"21 568,69","15 238,94","33,00",3545,"3 990 950,05","2 822 111,89","9054,02"
ТОЛЬЯТТИ,16.02.2021,33,"65 850,80","40 801,89","143,55",3665,"3 712 329,56","2 761 120,47","7860,97"
ТОЛЬЯТТИ,17.02.2021,25,"46 035,71","28 417,91","74,65",3221,"3 437 164,11","2 582 923,12","7286,01"
ТОЛЬЯТТИ,18.02.2021,14,"17 240,19","11 674,73","18,85",3317,"3 601 028,28","2 621 546,50","8063,76"
ТОЛЬЯТТИ,19.02.2021,21,"31 039,48","21 695,20","57,18",3491,"4 193 909,34","3 182 098,82","12949,70"
ТОЛЬЯТТИ,20.02.2021,21,"41 819,23","24 789,28","77,65",2222,"2 443 982,10","1 767 092,08","6236,62"
ТОЛЬЯТТИ,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ТОЛЬЯТТИ,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ТОЛЬЯТТИ,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ТОЛЬЯТТИ,24.02.2021,31,"47 292,14","24 320,49","47,15",3791,"4 155 674,04","3 060 703,53","9504,86"
ТОЛЬЯТТИ,25.02.2021,28,"37 011,74","21 984,27","51,10",4005,"4 197 883,82","3 048 461,47","10063,78"
ТОЛЬЯТТИ,26.02.2021,35,"45 555,43","32 705,63","61,36",3923,"4 372 380,84","3 262 106,20","18305,83"
ТОЛЬЯТТИ,27.02.2021,1,"1 222,80","1 222,80","0,25",230,"227 671,94","124 139,25","909,26"
ТОЛЬЯТТИ,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ТОМСК,01.02.2021,4,"3 894,82","3 485,52","0,70",3525,"4 017 060,79","3 086 523,40","7559,22"
ТОМСК,02.02.2021,4,"4 574,20","4 213,90","2,61",3920,"4 290 014,12","3 159 794,75","7989,82"
ТОМСК,03.02.2021,5,"5 541,32","3 803,27","0,55",3671,"3 902 609,45","2 879 357,23","7921,78"
ТОМСК,04.02.2021,3,"3 557,00","1 562,05","0,42",4051,"4 083 924,05","2 876 229,86","10036,64"
ТОМСК,05.02.2021,5,"5 208,80","4 415,00","1,41",4240,"4 197 433,60","3 188 895,92","7769,89"
ТОМСК,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ТОМСК,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ТОМСК,08.02.2021,6,"13 240,62","12 119,12","10,31",3419,"3 055 828,95","2 150 854,84","8595,76"
ТОМСК,09.02.2021,5,"6 264,00","3 148,65","16,53",3764,"3 943 590,97","2 904 738,55","6915,60"
ТОМСК,10.02.2021,4,"3 594,60","2 543,55","2,65",3556,"3 774 267,47","2 694 716,58","8195,63"
ТОМСК,11.02.2021,4,"5 580,80","4 976,35","5,16",3430,"3 510 806,01","2 561 886,42","6278,32"
ТОМСК,12.02.2021,4,"4 218,12","3 404,92","0,50",3170,"3 694 458,78","2 663 795,69","6910,90"
ТОМСК,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ТОМСК,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ТОМСК,15.02.2021,5,"9 522,50","9 021,80","1,47",3545,"3 990 950,05","2 822 111,89","9054,02"
ТОМСК,16.02.2021,1,"2 468,40","2 468,40","0,87",3665,"3 712 329,56","2 761 120,47","7860,97"
ТОМСК,17.02.2021,6,"6 523,72","5 882,87","4,16",3221,"3 437 164,11","2 582 923,12","7286,01"
ТОМСК,18.02.2021,5,"16 332,70","15 358,60","85,85",3317,"3 601 028,28","2 621 546,50","8063,76"
ТОМСК,19.02.2021,10,"13 981,65","10 029,40","50,52",3491,"4 193 909,34","3 182 098,82","12949,70"
ТОМСК,20.02.2021,3,"2 419,00","1 417,60","0,59",2222,"2 443 982,10","1 767 092,08","6236,62"
ТОМСК,21.02.2021,1,"1 318,80","1 318,80","0,10",94,"102 979,70","64 078,57","862,67"
ТОМСК,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ТОМСК,23.02.2021,5,"3 314,00","2 398,60","14,99",182,"289 544,98","146 444,78","657,71"
ТОМСК,24.02.2021,11,"10 179,52","6 058,62","6,05",3791,"4 155 674,04","3 060 703,53","9504,86"
ТОМСК,25.02.2021,3,"1 438,00","993,80","2,80",4005,"4 197 883,82","3 048 461,47","10063,78"
ТОМСК,26.02.2021,4,"6 521,33","5 823,53","1,60",3923,"4 372 380,84","3 262 106,20","18305,83"
ТОМСК,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ТОМСК,28.02.2021,1,"598,80","598,80","0,25",134,"143 346,27","107 612,60","711,00"
ТУЛА,01.02.2021,7,"9 541,51","6 520,36","10,20",3525,"4 017 060,79","3 086 523,40","7559,22"
ТУЛА,02.02.2021,6,"4 359,80","3 690,30","5,72",3920,"4 290 014,12","3 159 794,75","7989,82"
ТУЛА,03.02.2021,7,"4 963,30","3 827,65","5,20",3671,"3 902 609,45","2 879 357,23","7921,78"
ТУЛА,04.02.2021,16,"32 088,10","20 101,35","21,16",4051,"4 083 924,05","2 876 229,86","10036,64"
ТУЛА,05.02.2021,11,"6 507,00","6 007,40","15,43",4240,"4 197 433,60","3 188 895,92","7769,89"
ТУЛА,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ТУЛА,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ТУЛА,08.02.2021,6,"4 903,14","3 948,62","3,91",3419,"3 055 828,95","2 150 854,84","8595,76"
ТУЛА,09.02.2021,4,"4 125,00","4 125,00","1,66",3764,"3 943 590,97","2 904 738,55","6915,60"
ТУЛА,10.02.2021,10,"8 851,35","8 158,50","6,44",3556,"3 774 267,47","2 694 716,58","8195,63"
ТУЛА,11.02.2021,8,"7 100,48","5 160,03","2,75",3430,"3 510 806,01","2 561 886,42","6278,32"
ТУЛА,12.02.2021,5,"2 690,56","2 286,96","1,62",3170,"3 694 458,78","2 663 795,69","6910,90"
ТУЛА,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ТУЛА,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ТУЛА,15.02.2021,5,"7 270,40","5 017,85","6,00",3545,"3 990 950,05","2 822 111,89","9054,02"
ТУЛА,16.02.2021,3,"1 216,58","1 216,58","1,20",3665,"3 712 329,56","2 761 120,47","7860,97"
ТУЛА,17.02.2021,6,"6 488,23","5 324,93","5,55",3221,"3 437 164,11","2 582 923,12","7286,01"
ТУЛА,18.02.2021,11,"15 282,14","8 763,39","13,60",3317,"3 601 028,28","2 621 546,50","8063,76"
ТУЛА,19.02.2021,11,"6 881,14","5 439,50","25,36",3491,"4 193 909,34","3 182 098,82","12949,70"
ТУЛА,20.02.2021,1,"3 139,14","2 166,84","10,00",2222,"2 443 982,10","1 767 092,08","6236,62"
ТУЛА,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ТУЛА,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ТУЛА,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ТУЛА,24.02.2021,12,"12 314,74","8 720,69","111,25",3791,"4 155 674,04","3 060 703,53","9504,86"
ТУЛА,25.02.2021,8,"6 482,68","4 690,83","35,81",4005,"4 197 883,82","3 048 461,47","10063,78"
ТУЛА,26.02.2021,8,"3 323,70","3 323,70","17,35",3923,"4 372 380,84","3 262 106,20","18305,83"
ТУЛА,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ТУЛА,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ТЮМЕНЬ,01.02.2021,34,"40 641,74","34 487,71","37,15",3525,"4 017 060,79","3 086 523,40","7559,22"
ТЮМЕНЬ,02.02.2021,21,"39 273,32","31 468,36","49,96",3920,"4 290 014,12","3 159 794,75","7989,82"
ТЮМЕНЬ,03.02.2021,34,"74 552,79","62 001,71","147,84",3671,"3 902 609,45","2 879 357,23","7921,78"
ТЮМЕНЬ,04.02.2021,24,"40 558,18","33 295,20","447,52",4051,"4 083 924,05","2 876 229,86","10036,64"
ТЮМЕНЬ,05.02.2021,29,"34 671,96","29 572,27","44,80",4240,"4 197 433,60","3 188 895,92","7769,89"
ТЮМЕНЬ,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ТЮМЕНЬ,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ТЮМЕНЬ,08.02.2021,23,"51 714,90","46 361,84","93,77",3419,"3 055 828,95","2 150 854,84","8595,76"
ТЮМЕНЬ,09.02.2021,27,"30 128,56","23 948,11","20,68",3764,"3 943 590,97","2 904 738,55","6915,60"
ТЮМЕНЬ,10.02.2021,26,"31 912,40","22 510,97","32,32",3556,"3 774 267,47","2 694 716,58","8195,63"
ТЮМЕНЬ,11.02.2021,15,"18 188,13","13 585,50","40,58",3430,"3 510 806,01","2 561 886,42","6278,32"
ТЮМЕНЬ,12.02.2021,15,"26 004,76","23 575,06","38,85",3170,"3 694 458,78","2 663 795,69","6910,90"
ТЮМЕНЬ,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ТЮМЕНЬ,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ТЮМЕНЬ,15.02.2021,27,"32 476,67","24 135,83","41,36",3545,"3 990 950,05","2 822 111,89","9054,02"
ТЮМЕНЬ,16.02.2021,22,"24 780,47","20 609,32","36,48",3665,"3 712 329,56","2 761 120,47","7860,97"
ТЮМЕНЬ,17.02.2021,24,"31 405,24","21 904,63","19,80",3221,"3 437 164,11","2 582 923,12","7286,01"
ТЮМЕНЬ,18.02.2021,21,"29 174,04","26 372,14","14,66",3317,"3 601 028,28","2 621 546,50","8063,76"
ТЮМЕНЬ,19.02.2021,18,"25 326,84","22 902,27","56,44",3491,"4 193 909,34","3 182 098,82","12949,70"
ТЮМЕНЬ,20.02.2021,10,"12 292,13","10 483,20","9,25",2222,"2 443 982,10","1 767 092,08","6236,62"
ТЮМЕНЬ,21.02.2021,1,"999,00","599,40","0,65",94,"102 979,70","64 078,57","862,67"
ТЮМЕНЬ,22.02.2021,1,"1 549,00","774,50","0,20",135,"189 388,89","134 220,90","711,78"
ТЮМЕНЬ,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ТЮМЕНЬ,24.02.2021,36,"42 212,63","34 817,43","30,83",3791,"4 155 674,04","3 060 703,53","9504,86"
ТЮМЕНЬ,25.02.2021,16,"23 463,49","19 709,33","14,96",4005,"4 197 883,82","3 048 461,47","10063,78"
ТЮМЕНЬ,26.02.2021,27,"45 430,15","40 360,20","103,38",3923,"4 372 380,84","3 262 106,20","18305,83"
ТЮМЕНЬ,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ТЮМЕНЬ,28.02.2021,1,"999,00","599,40","0,51",134,"143 346,27","107 612,60","711,00"
УКР ДНЕПР,01.02.2021,8,"1 500,00","1 500,00","2,10",3525,"4 017 060,79","3 086 523,40","7559,22"
УКР ДНЕПР,02.02.2021,2,"388,00","388,00","8,59",3920,"4 290 014,12","3 159 794,75","7989,82"
УКР ДНЕПР,03.02.2021,2,"1 688,00","1 688,00","0,60",3671,"3 902 609,45","2 879 357,23","7921,78"
УКР ДНЕПР,04.02.2021,1,"105,00","105,00","0,10",4051,"4 083 924,05","2 876 229,86","10036,64"
УКР ДНЕПР,05.02.2021,,,,,4240,"4 197 433,60","3 188 895,92","7769,89"
УКР ДНЕПР,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
УКР ДНЕПР,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
УКР ДНЕПР,08.02.2021,,,,,3419,"3 055 828,95","2 150 854,84","8595,76"
УКР ДНЕПР,09.02.2021,,,,,3764,"3 943 590,97","2 904 738,55","6915,60"
УКР ДНЕПР,10.02.2021,,,,,3556,"3 774 267,47","2 694 716,58","8195,63"
УКР ДНЕПР,11.02.2021,,,,,3430,"3 510 806,01","2 561 886,42","6278,32"
УКР ДНЕПР,12.02.2021,1,"330,00","330,00","0,10",3170,"3 694 458,78","2 663 795,69","6910,90"
УКР ДНЕПР,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
УКР ДНЕПР,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
УКР ДНЕПР,15.02.2021,,,,,3545,"3 990 950,05","2 822 111,89","9054,02"
УКР ДНЕПР,16.02.2021,1,"105,00","105,00","0,10",3665,"3 712 329,56","2 761 120,47","7860,97"
УКР ДНЕПР,17.02.2021,1,"2 111,00","2 111,00","0,10",3221,"3 437 164,11","2 582 923,12","7286,01"
УКР ДНЕПР,18.02.2021,1,"321,00","321,00","13,59",3317,"3 601 028,28","2 621 546,50","8063,76"
УКР ДНЕПР,19.02.2021,,,,,3491,"4 193 909,34","3 182 098,82","12949,70"
УКР ДНЕПР,20.02.2021,,,,,2222,"2 443 982,10","1 767 092,08","6236,62"
УКР ДНЕПР,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
УКР ДНЕПР,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
УКР ДНЕПР,23.02.2021,2,"771,00","771,00","13,69",182,"289 544,98","146 444,78","657,71"
УКР ДНЕПР,24.02.2021,,,,,3791,"4 155 674,04","3 060 703,53","9504,86"
УКР ДНЕПР,25.02.2021,5,"470,00","470,00","1,40",4005,"4 197 883,82","3 048 461,47","10063,78"
УКР ДНЕПР,26.02.2021,7,"807,00","807,00","7,94",3923,"4 372 380,84","3 262 106,20","18305,83"
