DivisionName,CreationDate,textbox2,textbox4,PricewithDiscount,sumWeight,Textbox14,textbox5,PricewithDiscount1,sumWeight1
ВОЛОГДА,26.02.2021,2,"2 095,32","1 543,92","0,20",3923,"4 372 380,84","3 262 106,20","18305,83"
ВОЛОГДА,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ВОЛОГДА,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ВОРОНЕЖ,01.02.2021,20,"24 508,54","21 116,84","30,45",3525,"4 017 060,79","3 086 523,40","7559,22"
ВОРОНЕЖ,02.02.2021,10,"7 991,68","6 142,65","1,82",3920,"4 290 014,12","3 159 794,75","7989,82"
ВОРОНЕЖ,03.02.2021,20,"19 344,13","12 006,22","19,20",3671,"3 902 609,45","2 879 357,23","7921,78"
ВОРОНЕЖ,04.02.2021,17,"17 302,67","12 624,81","24,20",4051,"4 083 924,05","2 876 229,86","10036,64"
ВОРОНЕЖ,05.02.2021,18,"21 936,14","15 824,23","31,24",4240,"4 197 433,60","3 188 895,92","7769,89"
ВОРОНЕЖ,06.02.2021,1,"1 319,00","659,50","0,10",284,"199 947,80","110 782,76","699,25"
ВОРОНЕЖ,07.02.2021,1,"1 099,00","549,50","0,10",205,"216 987,78","149 305,20","1078,95"
ВОРОНЕЖ,08.02.2021,18,"23 877,01","20 020,57","108,15",3419,"3 055 828,95","2 150 854,84","8595,76"
ВОРОНЕЖ,09.02.2021,19,"22 571,66","20 000,50","13,21",3764,"3 943 590,97","2 904 738,55","6915,60"
ВОРОНЕЖ,10.02.2021,12,"14 821,30","12 172,02","59,00",3556,"3 774 267,47","2 694 716,58","8195,63"
ВОРОНЕЖ,11.02.2021,13,"19 505,38","16 139,93","18,82",3430,"3 510 806,01","2 561 886,42","6278,32"
ВОРОНЕЖ,12.02.2021,13,"17 915,25","11 742,29","8,70",3170,"3 694 458,78","2 663 795,69","6910,90"
ВОРОНЕЖ,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ВОРОНЕЖ,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ВОРОНЕЖ,15.02.2021,16,"14 013,57","9 411,58","33,04",3545,"3 990 950,05","2 822 111,89","9054,02"
ВОРОНЕЖ,16.02.2021,11,"13 841,34","8 636,77","10,35",3665,"3 712 329,56","2 761 120,47","7860,97"
ВОРОНЕЖ,17.02.2021,14,"12 490,22","9 220,94","10,53",3221,"3 437 164,11","2 582 923,12","7286,01"
ВОРОНЕЖ,18.02.2021,4,"5 675,60","4 698,45","2,87",3317,"3 601 028,28","2 621 546,50","8063,76"
ВОРОНЕЖ,19.02.2021,15,"19 635,03","14 743,43","29,51",3491,"4 193 909,34","3 182 098,82","12949,70"
ВОРОНЕЖ,20.02.2021,11,"11 175,62","10 191,74","41,15",2222,"2 443 982,10","1 767 092,08","6236,62"
ВОРОНЕЖ,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ВОРОНЕЖ,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ВОРОНЕЖ,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ВОРОНЕЖ,24.02.2021,21,"24 026,57","16 200,80","22,39",3791,"4 155 674,04","3 060 703,53","9504,86"
ВОРОНЕЖ,25.02.2021,16,"23 142,52","21 834,12","40,25",4005,"4 197 883,82","3 048 461,47","10063,78"
ВОРОНЕЖ,26.02.2021,6,"7 828,60","6 079,60","3,60",3923,"4 372 380,84","3 262 106,20","18305,83"
ВОРОНЕЖ,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ВОРОНЕЖ,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ЕКАТЕРИНБУРГ,01.02.2021,117,"130 525,82","95 066,36","320,13",3525,"4 017 060,79","3 086 523,40","7559,22"
ЕКАТЕРИНБУРГ,02.02.2021,88,"126 019,83","102 176,14","288,19",3920,"4 290 014,12","3 159 794,75","7989,82"
ЕКАТЕРИНБУРГ,03.02.2021,95,"128 742,12","94 140,63","266,08",3671,"3 902 609,45","2 879 357,23","7921,78"
ЕКАТЕРИНБУРГ,04.02.2021,98,"94 238,39","70 036,81","137,93",4051,"4 083 924,05","2 876 229,86","10036,64"
ЕКАТЕРИНБУРГ,05.02.2021,59,"95 378,91","69 965,62","146,17",4240,"4 197 433,60","3 188 895,92","7769,89"
ЕКАТЕРИНБУРГ,06.02.2021,24,"11 849,02","7 165,69","21,10",284,"199 947,80","110 782,76","699,25"
ЕКАТЕРИНБУРГ,07.02.2021,2,"3 073,74","2 860,44","2,10",205,"216 987,78","149 305,20","1078,95"
ЕКАТЕРИНБУРГ,08.02.2021,63,"82 592,86","63 720,07","66,69",3419,"3 055 828,95","2 150 854,84","8595,76"
ЕКАТЕРИНБУРГ,09.02.2021,101,"234 142,13","182 506,40","480,73",3764,"3 943 590,97","2 904 738,55","6915,60"
ЕКАТЕРИНБУРГ,10.02.2021,46,"78 060,54","56 630,56","137,35",3556,"3 774 267,47","2 694 716,58","8195,63"
ЕКАТЕРИНБУРГ,11.02.2021,64,"92 198,45","76 657,94","156,90",3430,"3 510 806,01","2 561 886,42","6278,32"
ЕКАТЕРИНБУРГ,12.02.2021,67,"95 568,82","68 683,82","149,10",3170,"3 694 458,78","2 663 795,69","6910,90"
ЕКАТЕРИНБУРГ,13.02.2021,1,"1 923,00","1 346,10","2,40",300,"294 694,69","159 059,23","916,85"
ЕКАТЕРИНБУРГ,14.02.2021,1,"1 290,00","1 290,00","3,30",185,"232 693,26","121 821,43","1073,21"
ЕКАТЕРИНБУРГ,15.02.2021,89,"128 068,58","106 157,31","420,11",3545,"3 990 950,05","2 822 111,89","9054,02"
ЕКАТЕРИНБУРГ,16.02.2021,99,"111 565,22","82 418,09","220,95",3665,"3 712 329,56","2 761 120,47","7860,97"
ЕКАТЕРИНБУРГ,17.02.2021,52,"105 815,52","81 326,24","437,73",3221,"3 437 164,11","2 582 923,12","7286,01"
ЕКАТЕРИНБУРГ,18.02.2021,56,"75 092,80","52 442,35","107,00",3317,"3 601 028,28","2 621 546,50","8063,76"
ЕКАТЕРИНБУРГ,19.02.2021,72,"218 327,29","187 343,37","518,17",3491,"4 193 909,34","3 182 098,82","12949,70"
ЕКАТЕРИНБУРГ,20.02.2021,39,"78 606,28","71 494,98","318,73",2222,"2 443 982,10","1 767 092,08","6236,62"
ЕКАТЕРИНБУРГ,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ЕКАТЕРИНБУРГ,22.02.2021,2,"3 985,94","2 558,64","6,42",135,"189 388,89","134 220,90","711,78"
ЕКАТЕРИНБУРГ,23.02.2021,9,"11 047,12","7 851,42","74,55",182,"289 544,98","146 444,78","657,71"
ЕКАТЕРИНБУРГ,24.02.2021,80,"111 913,95","93 320,20","147,28",3791,"4 155 674,04","3 060 703,53","9504,86"
ЕКАТЕРИНБУРГ,25.02.2021,74,"122 966,00","109 492,75","1472,75",4005,"4 197 883,82","3 048 461,47","10063,78"
ЕКАТЕРИНБУРГ,26.02.2021,128,"159 784,85","125 816,65","282,92",3923,"4 372 380,84","3 262 106,20","18305,83"
ЕКАТЕРИНБУРГ,27.02.2021,2,"4 077,80","4 077,80","7,34",230,"227 671,94","124 139,25","909,26"
ЕКАТЕРИНБУРГ,28.02.2021,3,"3 137,22","2 181,27","30,27",134,"143 346,27","107 612,60","711,00"
ИВАНОВО,01.02.2021,3,"2 874,64","2 220,34","5,13",3525,"4 017 060,79","3 086 523,40","7559,22"
ИВАНОВО,02.02.2021,3,"3 127,00","1 330,70","1,25",3920,"4 290 014,12","3 159 794,75","7989,82"
ИВАНОВО,03.02.2021,,,,,3671,"3 902 609,45","2 879 357,23","7921,78"
ИВАНОВО,04.02.2021,3,"3 424,08","2 596,88","2,75",4051,"4 083 924,05","2 876 229,86","10036,64"
ИВАНОВО,05.02.2021,,,,,4240,"4 197 433,60","3 188 895,92","7769,89"
ИВАНОВО,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ИВАНОВО,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ИВАНОВО,08.02.2021,1,"1 669,00","1 084,85","0,25",3419,"3 055 828,95","2 150 854,84","8595,76"
ИВАНОВО,09.02.2021,4,"4 686,00","2 250,10","6,85",3764,"3 943 590,97","2 904 738,55","6915,60"
ИВАНОВО,10.02.2021,2,"1 598,00","799,00","0,75",3556,"3 774 267,47","2 694 716,58","8195,63"
ИВАНОВО,11.02.2021,2,"3 904,56","3 129,36","17,79",3430,"3 510 806,01","2 561 886,42","6278,32"
ИВАНОВО,12.02.2021,2,"1 548,00","729,05","0,75",3170,"3 694 458,78","2 663 795,69","6910,90"
ИВАНОВО,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ИВАНОВО,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ИВАНОВО,15.02.2021,2,"1 428,00","849,80","1,00",3545,"3 990 950,05","2 822 111,89","9054,02"
ИВАНОВО,16.02.2021,1,"1 459,00","948,35","0,25",3665,"3 712 329,56","2 761 120,47","7860,97"
ИВАНОВО,17.02.2021,2,"2 043,80","1 548,47","0,45",3221,"3 437 164,11","2 582 923,12","7286,01"
ИВАНОВО,18.02.2021,,,,,3317,"3 601 028,28","2 621 546,50","8063,76"
ИВАНОВО,19.02.2021,1,"1 474,80","1 297,82","0,20",3491,"4 193 909,34","3 182 098,82","12949,70"
ИВАНОВО,20.02.2021,,,,,2222,"2 443 982,10","1 767 092,08","6236,62"
ИВАНОВО,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ИВАНОВО,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ИВАНОВО,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ИВАНОВО,24.02.2021,3,"2 529,22","1 716,82","6,50",3791,"4 155 674,04","3 060 703,53","9504,86"
ИВАНОВО,25.02.2021,1,"679,00","475,30","0,50",4005,"4 197 883,82","3 048 461,47","10063,78"
ИВАНОВО,26.02.2021,,,,,3923,"4 372 380,84","3 262 106,20","18305,83"
ИВАНОВО,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ИВАНОВО,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ИЖЕВСК,01.02.2021,2,"5 201,42","5 108,52","3,92",3525,"4 017 060,79","3 086 523,40","7559,22"
ИЖЕВСК,02.02.2021,1,"945,06","696,36","0,25",3920,"4 290 014,12","3 159 794,75","7989,82"
ИЖЕВСК,03.02.2021,3,"2 885,44","2 540,81","0,77",3671,"3 902 609,45","2 879 357,23","7921,78"
ИЖЕВСК,04.02.2021,1,"5 893,00","5 893,00","8,64",4051,"4 083 924,05","2 876 229,86","10036,64"
ИЖЕВСК,05.02.2021,2,"2 109,60","2 109,60","0,20",4240,"4 197 433,60","3 188 895,92","7769,89"
ИЖЕВСК,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ИЖЕВСК,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ИЖЕВСК,08.02.2021,2,"2 745,80","2 131,30","2,80",3419,"3 055 828,95","2 150 854,84","8595,76"
ИЖЕВСК,09.02.2021,2,"5 595,79","3 334,74","7,60",3764,"3 943 590,97","2 904 738,55","6915,60"
ИЖЕВСК,10.02.2021,4,"4 210,80","3 885,65","0,85",3556,"3 774 267,47","2 694 716,58","8195,63"
ИЖЕВСК,11.02.2021,1,"1 150,26","847,56","0,10",3430,"3 510 806,01","2 561 886,42","6278,32"
ИЖЕВСК,12.02.2021,2,"2 029,00","1 414,50","0,45",3170,"3 694 458,78","2 663 795,69","6910,90"
ИЖЕВСК,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ИЖЕВСК,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ИЖЕВСК,15.02.2021,2,"8 294,40","8 294,40","60,10",3545,"3 990 950,05","2 822 111,89","9054,02"
ИЖЕВСК,16.02.2021,5,"4 769,02","2 440,89","1,08",3665,"3 712 329,56","2 761 120,47","7860,97"
ИЖЕВСК,17.02.2021,5,"5 469,56","4 398,59","3,10",3221,"3 437 164,11","2 582 923,12","7286,01"
ИЖЕВСК,18.02.2021,6,"6 142,74","4 762,02","1,20",3317,"3 601 028,28","2 621 546,50","8063,76"
ИЖЕВСК,19.02.2021,5,"5 403,76","3 776,21","1,32",3491,"4 193 909,34","3 182 098,82","12949,70"
ИЖЕВСК,20.02.2021,1,"3 612,66","2 661,96","16,03",2222,"2 443 982,10","1 767 092,08","6236,62"
ИЖЕВСК,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ИЖЕВСК,22.02.2021,2,"1 720,00","1 720,00","0,50",135,"189 388,89","134 220,90","711,78"
ИЖЕВСК,23.02.2021,1,"2 338,37","2 357,60","2,23",182,"289 544,98","146 444,78","657,71"
ИЖЕВСК,24.02.2021,1,"2 660,40","2 660,40","2,46",3791,"4 155 674,04","3 060 703,53","9504,86"
ИЖЕВСК,25.02.2021,5,"4 790,54","4 137,24","2,60",4005,"4 197 883,82","3 048 461,47","10063,78"
ИЖЕВСК,26.02.2021,2,"2 016,22","1 181,72","0,53",3923,"4 372 380,84","3 262 106,20","18305,83"
ИЖЕВСК,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ИЖЕВСК,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ИРКУТСК,01.02.2021,25,"43 468,78","32 103,28","69,15",3525,"4 017 060,79","3 086 523,40","7559,22"
ИРКУТСК,02.02.2021,18,"18 551,90","13 306,65","16,02",3920,"4 290 014,12","3 159 794,75","7989,82"
ИРКУТСК,03.02.2021,22,"30 759,29","24 821,83","29,44",3671,"3 902 609,45","2 879 357,23","7921,78"
ИРКУТСК,04.02.2021,21,"21 859,03","15 961,97","22,92",4051,"4 083 924,05","2 876 229,86","10036,64"
ИРКУТСК,05.02.2021,26,"43 914,39","33 393,24","25,49",4240,"4 197 433,60","3 188 895,92","7769,89"
ИРКУТСК,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ИРКУТСК,07.02.2021,1,"1 549,00","774,50","0,20",205,"216 987,78","149 305,20","1078,95"
ИРКУТСК,08.02.2021,23,"22 239,78","15 800,13","29,88",3419,"3 055 828,95","2 150 854,84","8595,76"
ИРКУТСК,09.02.2021,22,"27 310,24","18 956,05","15,89",3764,"3 943 590,97","2 904 738,55","6915,60"
ИРКУТСК,10.02.2021,21,"36 707,77","26 787,32","47,22",3556,"3 774 267,47","2 694 716,58","8195,63"
ИРКУТСК,11.02.2021,23,"32 087,41","23 403,42","47,46",3430,"3 510 806,01","2 561 886,42","6278,32"
ИРКУТСК,12.02.2021,12,"17 909,97","12 809,87","21,80",3170,"3 694 458,78","2 663 795,69","6910,90"
ИРКУТСК,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ИРКУТСК,14.02.2021,1,"965,44","620,64","1,00",185,"232 693,26","121 821,43","1073,21"
ИРКУТСК,15.02.2021,18,"22 199,88","17 872,11","10,91",3545,"3 990 950,05","2 822 111,89","9054,02"
ИРКУТСК,16.02.2021,28,"41 439,33","26 554,55","44,94",3665,"3 712 329,56","2 761 120,47","7860,97"
ИРКУТСК,17.02.2021,16,"20 145,89","15 676,50","13,78",3221,"3 437 164,11","2 582 923,12","7286,01"
ИРКУТСК,18.02.2021,14,"29 327,95","21 378,66","41,06",3317,"3 601 028,28","2 621 546,50","8063,76"
ИРКУТСК,19.02.2021,17,"26 232,83","21 858,58","23,44",3491,"4 193 909,34","3 182 098,82","12949,70"
ИРКУТСК,20.02.2021,13,"15 998,26","11 459,86","9,99",2222,"2 443 982,10","1 767 092,08","6236,62"
ИРКУТСК,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ИРКУТСК,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ИРКУТСК,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ИРКУТСК,24.02.2021,16,"19 516,38","14 615,32","18,89",3791,"4 155 674,04","3 060 703,53","9504,86"
ИРКУТСК,25.02.2021,20,"22 828,30","17 217,42","17,05",4005,"4 197 883,82","3 048 461,47","10063,78"
ИРКУТСК,26.02.2021,18,"23 790,42","18 072,21","17,66",3923,"4 372 380,84","3 262 106,20","18305,83"
ИРКУТСК,27.02.2021,3,"762,12","630,72","0,75",230,"227 671,94","124 139,25","909,26"
ИРКУТСК,28.02.2021,1,"1 076,32","691,92","2,40",134,"143 346,27","107 612,60","711,00"
ЙОШКАР-ОЛА,01.02.2021,1,"3 327,66","2 451,96","0,10",3525,"4 017 060,79","3 086 523,40","7559,22"
ЙОШКАР-ОЛА,02.02.2021,2,"5 835,00","2 499,10","14,12",3920,"4 290 014,12","3 159 794,75","7989,82"
ЙОШКАР-ОЛА,03.02.2021,3,"3 279,00","1 544,60","6,71",3671,"3 902 609,45","2 879 357,23","7921,78"
ЙОШКАР-ОЛА,04.02.2021,1,"1 183,00","591,50","4,74",4051,"4 083 924,05","2 876 229,86","10036,64"
ЙОШКАР-ОЛА,05.02.2021,1,"1 039,00","519,50","3,00",4240,"4 197 433,60","3 188 895,92","7769,89"
ЙОШКАР-ОЛА,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ЙОШКАР-ОЛА,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ЙОШКАР-ОЛА,08.02.2021,,,,,3419,"3 055 828,95","2 150 854,84","8595,76"
ЙОШКАР-ОЛА,09.02.2021,2,"2 952,00","1 685,80","15,10",3764,"3 943 590,97","2 904 738,55","6915,60"
ЙОШКАР-ОЛА,10.02.2021,3,"3 225,00","1 612,50","9,90",3556,"3 774 267,47","2 694 716,58","8195,63"
ЙОШКАР-ОЛА,11.02.2021,,,,,3430,"3 510 806,01","2 561 886,42","6278,32"
ЙОШКАР-ОЛА,12.02.2021,2,"2 294,00","1 147,00","8,06",3170,"3 694 458,78","2 663 795,69","6910,90"
ЙОШКАР-ОЛА,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ЙОШКАР-ОЛА,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ЙОШКАР-ОЛА,15.02.2021,,,,,3545,"3 990 950,05","2 822 111,89","9054,02"
ЙОШКАР-ОЛА,16.02.2021,1,"994,80","994,80","0,10",3665,"3 712 329,56","2 761 120,47","7860,97"
ЙОШКАР-ОЛА,17.02.2021,3,"3 729,00","1 864,50","16,80",3221,"3 437 164,11","2 582 923,12","7286,01"
ЙОШКАР-ОЛА,18.02.2021,1,"1 003,00","501,50","2,50",3317,"3 601 028,28","2 621 546,50","8063,76"
ЙОШКАР-ОЛА,19.02.2021,1,"859,00","429,50","3,16",3491,"4 193 909,34","3 182 098,82","12949,70"
ЙОШКАР-ОЛА,20.02.2021,,,,,2222,"2 443 982,10","1 767 092,08","6236,62"
ЙОШКАР-ОЛА,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ЙОШКАР-ОЛА,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ЙОШКАР-ОЛА,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ЙОШКАР-ОЛА,24.02.2021,5,"6 575,20","3 202,64","21,13",3791,"4 155 674,04","3 060 703,53","9504,86"
ЙОШКАР-ОЛА,25.02.2021,,,,,4005,"4 197 883,82","3 048 461,47","10063,78"
ЙОШКАР-ОЛА,26.02.2021,1,"1 003,00","501,50","2,50",3923,"4 372 380,84","3 262 106,20","18305,83"
ЙОШКАР-ОЛА,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ЙОШКАР-ОЛА,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
КАЗАНЬ,01.02.2021,97,"123 276,13","104 163,08","294,60",3525,"4 017 060,79","3 086 523,40","7559,22"
КАЗАНЬ,02.02.2021,104,"85 590,22","61 722,27","244,00",3920,"4 290 014,12","3 159 794,75","7989,82"
КАЗАНЬ,03.02.2021,90,"104 851,38","79 718,71","327,83",3671,"3 902 609,45","2 879 357,23","7921,78"
КАЗАНЬ,04.02.2021,119,"100 712,18","72 373,41","260,82",4051,"4 083 924,05","2 876 229,86","10036,64"
КАЗАНЬ,05.02.2021,106,"80 425,78","62 907,93","136,00",4240,"4 197 433,60","3 188 895,92","7769,89"
КАЗАНЬ,06.02.2021,2,"2 628,00","1 778,50","2,42",284,"199 947,80","110 782,76","699,25"
КАЗАНЬ,07.02.2021,4,"3 195,41","2 105,01","24,47",205,"216 987,78","149 305,20","1078,95"
КАЗАНЬ,08.02.2021,73,"91 117,76","71 404,22","206,52",3419,"3 055 828,95","2 150 854,84","8595,76"
КАЗАНЬ,09.02.2021,95,"85 356,71","61 748,22","330,37",3764,"3 943 590,97","2 904 738,55","6915,60"
КАЗАНЬ,10.02.2021,100,"122 453,49","91 033,46","406,69",3556,"3 774 267,47","2 694 716,58","8195,63"
КАЗАНЬ,11.02.2021,105,"77 917,18","62 655,67","338,28",3430,"3 510 806,01","2 561 886,42","6278,32"
КАЗАНЬ,12.02.2021,106,"92 041,18","73 956,24","314,88",3170,"3 694 458,78","2 663 795,69","6910,90"
КАЗАНЬ,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
КАЗАНЬ,14.02.2021,1,"2 630,88","1 691,28","0,10",185,"232 693,26","121 821,43","1073,21"
КАЗАНЬ,15.02.2021,100,"82 905,76","62 828,71","337,19",3545,"3 990 950,05","2 822 111,89","9054,02"
КАЗАНЬ,16.02.2021,148,"111 678,06","88 081,67","602,88",3665,"3 712 329,56","2 761 120,47","7860,97"
КАЗАНЬ,17.02.2021,127,"86 125,10","69 258,05","473,25",3221,"3 437 164,11","2 582 923,12","7286,01"
КАЗАНЬ,18.02.2021,145,"116 349,32","92 386,30","223,87",3317,"3 601 028,28","2 621 546,50","8063,76"
КАЗАНЬ,19.02.2021,91,"76 611,20","60 751,08","209,08",3491,"4 193 909,34","3 182 098,82","12949,70"
КАЗАНЬ,20.02.2021,61,"59 601,96","53 607,91","237,02",2222,"2 443 982,10","1 767 092,08","6236,62"
КАЗАНЬ,21.02.2021,4,"14 461,40","12 760,40","12,76",94,"102 979,70","64 078,57","862,67"
КАЗАНЬ,22.02.2021,4,"3 713,80","3 174,30","6,30",135,"189 388,89","134 220,90","711,78"
КАЗАНЬ,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
КАЗАНЬ,24.02.2021,116,"101 947,90","79 251,00","315,43",3791,"4 155 674,04","3 060 703,53","9504,86"
КАЗАНЬ,25.02.2021,142,"89 136,69","72 998,83","49,90",4005,"4 197 883,82","3 048 461,47","10063,78"
КАЗАНЬ,26.02.2021,113,"185 553,61","151 200,42","303,83",3923,"4 372 380,84","3 262 106,20","18305,83"
КАЗАНЬ,27.02.2021,1,"1 858,80","1 858,80","0,50",230,"227 671,94","124 139,25","909,26"
КАЗАНЬ,28.02.2021,1,"323,00","145,35","6,08",134,"143 346,27","107 612,60","711,00"
КАЛИНИНГРАД,01.02.2021,9,"13 369,69","11 766,74","6,75",3525,"4 017 060,79","3 086 523,40","7559,22"
КАЛИНИНГРАД,02.02.2021,13,"15 835,14","11 303,69","21,94",3920,"4 290 014,12","3 159 794,75","7989,82"
КАЛИНИНГРАД,03.02.2021,11,"18 881,28","17 875,18","17,86",3671,"3 902 609,45","2 879 357,23","7921,78"
КАЛИНИНГРАД,04.02.2021,12,"14 440,84","12 435,51","18,25",4051,"4 083 924,05","2 876 229,86","10036,64"
КАЛИНИНГРАД,05.02.2021,11,"19 450,20","17 335,09","28,37",4240,"4 197 433,60","3 188 895,92","7769,89"
КАЛИНИНГРАД,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
КАЛИНИНГРАД,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
КАЛИНИНГРАД,08.02.2021,6,"8 476,40","8 476,40","8,47",3419,"3 055 828,95","2 150 854,84","8595,76"
КАЛИНИНГРАД,09.02.2021,10,"14 544,24","12 839,79","5,45",3764,"3 943 590,97","2 904 738,55","6915,60"
КАЛИНИНГРАД,10.02.2021,13,"9 154,20","8 227,90","7,45",3556,"3 774 267,47","2 694 716,58","8195,63"
КАЛИНИНГРАД,11.02.2021,21,"34 687,82","26 241,02","29,40",3430,"3 510 806,01","2 561 886,42","6278,32"
КАЛИНИНГРАД,12.02.2021,6,"6 497,80","5 980,17","7,11",3170,"3 694 458,78","2 663 795,69","6910,90"
КАЛИНИНГРАД,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
КАЛИНИНГРАД,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
КАЛИНИНГРАД,15.02.2021,4,"6 435,00","4 721,42","2,04",3545,"3 990 950,05","2 822 111,89","9054,02"
КАЛИНИНГРАД,16.02.2021,12,"14 936,58","11 350,72","5,20",3665,"3 712 329,56","2 761 120,47","7860,97"
КАЛИНИНГРАД,17.02.2021,11,"16 668,06","15 608,61","15,89",3221,"3 437 164,11","2 582 923,12","7286,01"
КАЛИНИНГРАД,18.02.2021,49,"45 202,60","31 349,45","89,46",3317,"3 601 028,28","2 621 546,50","8063,76"
КАЛИНИНГРАД,19.02.2021,9,"45 707,77","43 539,52","58,76",3491,"4 193 909,34","3 182 098,82","12949,70"
КАЛИНИНГРАД,20.02.2021,,,,,2222,"2 443 982,10","1 767 092,08","6236,62"
КАЛИНИНГРАД,21.02.2021,1,"1 231,00","1 231,00","1,40",94,"102 979,70","64 078,57","862,67"
КАЛИНИНГРАД,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
КАЛИНИНГРАД,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
КАЛИНИНГРАД,24.02.2021,10,"9 411,60","8 287,92","6,48",3791,"4 155 674,04","3 060 703,53","9504,86"
КАЛИНИНГРАД,25.02.2021,11,"12 345,36","8 510,20","13,91",4005,"4 197 883,82","3 048 461,47","10063,78"
КАЛИНИНГРАД,26.02.2021,29,"26 359,40","19 003,10","34,33",3923,"4 372 380,84","3 262 106,20","18305,83"
КАЛИНИНГРАД,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
КАЛИНИНГРАД,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
КАЛУГА,01.02.2021,3,"24 509,11","16 806,66","38,70",3525,"4 017 060,79","3 086 523,40","7559,22"
КАЛУГА,02.02.2021,4,"3 369,56","1 944,56","2,30",3920,"4 290 014,12","3 159 794,75","7989,82"
КАЛУГА,03.02.2021,4,"5 630,00","3 333,25","5,25",3671,"3 902 609,45","2 879 357,23","7921,78"
КАЛУГА,04.02.2021,3,"3 895,36","2 912,16","2,10",4051,"4 083 924,05","2 876 229,86","10036,64"
КАЛУГА,05.02.2021,6,"6 036,38","3 445,78","3,28",4240,"4 197 433,60","3 188 895,92","7769,89"
КАЛУГА,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
КАЛУГА,07.02.2021,2,"1 904,00","1 224,00","1,75",205,"216 987,78","149 305,20","1078,95"
КАЛУГА,08.02.2021,26,"10 861,92","8 658,07","11,25",3419,"3 055 828,95","2 150 854,84","8595,76"
КАЛУГА,09.02.2021,,,,,3764,"3 943 590,97","2 904 738,55","6915,60"
КАЛУГА,10.02.2021,2,"3 099,50","2 555,23","1,30",3556,"3 774 267,47","2 694 716,58","8195,63"
КАЛУГА,11.02.2021,2,"3 465,48","1 929,38","0,50",3430,"3 510 806,01","2 561 886,42","6278,32"
КАЛУГА,12.02.2021,19,"5 152,94","5 152,94","5,80",3170,"3 694 458,78","2 663 795,69","6910,90"
КАЛУГА,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
КАЛУГА,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
КАЛУГА,15.02.2021,6,"16 493,75","12 727,70","87,10",3545,"3 990 950,05","2 822 111,89","9054,02"
